,precision,recall,f1-score,support
Without Disease,0.6388888888888888,0.25555555555555554,0.36507936507936506,90.0
With Disease,0.5347222222222222,0.8555555555555555,0.6581196581196581,90.0
accuracy,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
macro avg,0.5868055555555556,0.5555555555555556,0.5115995115995116,180.0
weighted avg,0.5868055555555556,0.5555555555555556,0.5115995115995116,180.0
