,precision,recall,f1-score,support
Without Disease,0.5431034482758621,0.7,0.6116504854368932,90.0
With Disease,0.578125,0.4111111111111111,0.4805194805194805,90.0
accuracy,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
macro avg,0.560614224137931,0.5555555555555556,0.5460849829781869,180.0
weighted avg,0.560614224137931,0.5555555555555556,0.5460849829781869,180.0
