,precision,recall,f1-score,support
Without Disease,0.4652777777777778,0.7444444444444445,0.5726495726495726,90.0
With Disease,0.3611111111111111,0.14444444444444443,0.20634920634920634,90.0
accuracy,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444
macro avg,0.4131944444444444,0.4444444444444444,0.38949938949938945,180.0
weighted avg,0.4131944444444444,0.4444444444444444,0.38949938949938945,180.0
