,precision,recall,f1-score,support
Without Disease,0.5088757396449705,0.9555555555555556,0.6640926640926641,90.0
With Disease,0.6363636363636364,0.07777777777777778,0.13861386138613863,90.0
accuracy,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.5166666666666667
macro avg,0.5726196880043034,0.5166666666666667,0.40135326273940136,180.0
weighted avg,0.5726196880043034,0.5166666666666667,0.40135326273940136,180.0
