,precision,recall,f1-score,support
Without Disease,0.7659574468085106,0.4,0.5255474452554745,90.0
With Disease,0.5939849624060151,0.8777777777777778,0.7085201793721974,90.0
accuracy,0.6388888888888888,0.6388888888888888,0.6388888888888888,0.6388888888888888
macro avg,0.6799712046072628,0.6388888888888888,0.6170338123138359,180.0
weighted avg,0.6799712046072629,0.6388888888888888,0.617033812313836,180.0
