,precision,recall,f1-score,support
Without Disease,0.5348837209302325,0.25555555555555554,0.3458646616541353,90.0
With Disease,0.5109489051094891,0.7777777777777778,0.6167400881057269,90.0
accuracy,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.5166666666666667
macro avg,0.5229163130198609,0.5166666666666666,0.4813023748799311,180.0
weighted avg,0.5229163130198609,0.5166666666666667,0.48130237487993105,180.0
