,precision,recall,f1-score,support
Without Disease,0.5735294117647058,0.43333333333333335,0.4936708860759494,90.0
With Disease,0.5446428571428571,0.6777777777777778,0.6039603960396039,90.0
accuracy,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
macro avg,0.5590861344537814,0.5555555555555556,0.5488156410577767,180.0
weighted avg,0.5590861344537815,0.5555555555555556,0.5488156410577767,180.0
