,precision,recall,f1-score,support
Without Disease,0.5074626865671642,0.7555555555555555,0.6071428571428571,90.0
With Disease,0.5217391304347826,0.26666666666666666,0.35294117647058826,90.0
accuracy,0.5111111111111111,0.5111111111111111,0.5111111111111111,0.5111111111111111
macro avg,0.5146009085009734,0.5111111111111111,0.48004201680672265,180.0
weighted avg,0.5146009085009734,0.5111111111111111,0.48004201680672265,180.0
