,precision,recall,f1-score,support
Without Disease,0.5915492957746479,0.4666666666666667,0.5217391304347826,90.0
With Disease,0.5596330275229358,0.6777777777777778,0.6130653266331658,90.0
accuracy,0.5722222222222222,0.5722222222222222,0.5722222222222222,0.5722222222222222
macro avg,0.5755911616487919,0.5722222222222222,0.5674022285339742,180.0
weighted avg,0.5755911616487919,0.5722222222222222,0.5674022285339743,180.0
