,precision,recall,f1-score,support
Without Disease,0.4827586206896552,0.4666666666666667,0.4745762711864407,90.0
With Disease,0.4838709677419355,0.5,0.4918032786885246,90.0
accuracy,0.48333333333333334,0.48333333333333334,0.48333333333333334,0.48333333333333334
macro avg,0.4833147942157954,0.48333333333333334,0.4831897749374826,180.0
weighted avg,0.4833147942157953,0.48333333333333334,0.48318977493748255,180.0
