,precision,recall,f1-score,support
Without Disease,0.5,0.7444444444444445,0.5982142857142857,90.0
With Disease,0.5,0.25555555555555554,0.3382352941176471,90.0
accuracy,0.5,0.5,0.5,0.5
macro avg,0.5,0.5,0.4682247899159664,180.0
weighted avg,0.5,0.5,0.4682247899159664,180.0
