,precision,recall,f1-score,support
Without Disease,0.6,0.36666666666666664,0.45517241379310347,90.0
With Disease,0.544,0.7555555555555555,0.6325581395348837,90.0
accuracy,0.5611111111111111,0.5611111111111111,0.5611111111111111,0.5611111111111111
macro avg,0.5720000000000001,0.5611111111111111,0.5438652766639935,180.0
weighted avg,0.5720000000000001,0.5611111111111111,0.5438652766639936,180.0
