,precision,recall,f1-score,support
Without Disease,0.5961538461538461,0.34444444444444444,0.43661971830985913,90.0
With Disease,0.5390625,0.7666666666666667,0.6330275229357798,90.0
accuracy,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
macro avg,0.5676081730769231,0.5555555555555556,0.5348236206228194,180.0
weighted avg,0.5676081730769231,0.5555555555555556,0.5348236206228194,180.0
