,precision,recall,f1-score,support
Without Disease,0.5625,0.4,0.4675324675324675,90.0
With Disease,0.5344827586206896,0.6888888888888889,0.6019417475728155,90.0
accuracy,0.5444444444444444,0.5444444444444444,0.5444444444444444,0.5444444444444444
macro avg,0.5484913793103448,0.5444444444444445,0.5347371075526415,180.0
weighted avg,0.5484913793103448,0.5444444444444444,0.5347371075526416,180.0
