,precision,recall,f1-score,support
Without Disease,0.4642857142857143,0.14444444444444443,0.22033898305084745,90.0
With Disease,0.4934210526315789,0.8333333333333334,0.6198347107438017,90.0
accuracy,0.4888888888888889,0.4888888888888889,0.4888888888888889,0.4888888888888889
macro avg,0.4788533834586466,0.48888888888888893,0.42008684689732456,180.0
weighted avg,0.4788533834586466,0.4888888888888889,0.4200868468973245,180.0
