,precision,recall,f1-score,support
Without Disease,0.5619834710743802,0.7555555555555555,0.6445497630331753,90.0
With Disease,0.6271186440677966,0.4111111111111111,0.4966442953020134,90.0
accuracy,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334
macro avg,0.5945510575710884,0.5833333333333333,0.5705970291675944,180.0
weighted avg,0.5945510575710884,0.5833333333333334,0.5705970291675944,180.0
