,precision,recall,f1-score,support
Without Disease,0.625,0.2222222222222222,0.32786885245901637,90.0
With Disease,0.527027027027027,0.8666666666666667,0.6554621848739496,90.0
accuracy,0.5444444444444444,0.5444444444444444,0.5444444444444444,0.5444444444444444
macro avg,0.5760135135135135,0.5444444444444445,0.491665518666483,180.0
weighted avg,0.5760135135135135,0.5444444444444444,0.491665518666483,180.0
