,precision,recall,f1-score,support
Without Disease,0.50920245398773,0.9222222222222223,0.6561264822134387,90.0
With Disease,0.5882352941176471,0.1111111111111111,0.18691588785046728,90.0
accuracy,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.5166666666666667
macro avg,0.5487188740526885,0.5166666666666667,0.421521185031953,180.0
weighted avg,0.5487188740526885,0.5166666666666667,0.421521185031953,180.0
