,precision,recall,f1-score,support
Without Disease,0.5344827586206896,0.34444444444444444,0.4189189189189189,90.0
With Disease,0.5163934426229508,0.7,0.5943396226415094,90.0
accuracy,0.5222222222222223,0.5222222222222223,0.5222222222222223,0.5222222222222223
macro avg,0.5254381006218203,0.5222222222222221,0.5066292707802141,180.0
weighted avg,0.5254381006218203,0.5222222222222223,0.5066292707802142,180.0
