,precision,recall,f1-score,support
Without Disease,0.4411764705882353,0.3333333333333333,0.379746835443038,90.0
With Disease,0.4642857142857143,0.5777777777777777,0.5148514851485149,90.0
accuracy,0.45555555555555555,0.45555555555555555,0.45555555555555555,0.45555555555555555
macro avg,0.4527310924369748,0.4555555555555555,0.44729916029577643,180.0
weighted avg,0.4527310924369748,0.45555555555555555,0.4472991602957764,180.0
