,precision,recall,f1-score,support
Without Disease,0.6585365853658537,0.3,0.4122137404580153,90.0
With Disease,0.5467625899280576,0.8444444444444444,0.6637554585152838,90.0
accuracy,0.5722222222222222,0.5722222222222222,0.5722222222222222,0.5722222222222222
macro avg,0.6026495876469556,0.5722222222222222,0.5379845994866496,180.0
weighted avg,0.6026495876469556,0.5722222222222222,0.5379845994866496,180.0
