,precision,recall,f1-score,support
Without Disease,0.5111111111111111,0.7666666666666667,0.6133333333333333,90.0
With Disease,0.5333333333333333,0.26666666666666666,0.35555555555555557,90.0
accuracy,0.5166666666666667,0.5166666666666667,0.5166666666666667,0.5166666666666667
macro avg,0.5222222222222221,0.5166666666666667,0.48444444444444446,180.0
weighted avg,0.5222222222222223,0.5166666666666667,0.4844444444444444,180.0
