,precision,recall,f1-score,support
Without Disease,0.5882352941176471,0.6666666666666666,0.625,90.0
With Disease,0.6153846153846154,0.5333333333333333,0.5714285714285714,90.0
accuracy,0.6,0.6,0.6,0.6
macro avg,0.6018099547511313,0.6,0.5982142857142857,180.0
weighted avg,0.6018099547511312,0.6,0.5982142857142857,180.0
