,precision,recall,f1-score,support
Without Disease,0.6382978723404256,0.3333333333333333,0.43795620437956206,90.0
With Disease,0.5488721804511278,0.8111111111111111,0.6547085201793722,90.0
accuracy,0.5722222222222222,0.5722222222222222,0.5722222222222222,0.5722222222222222
macro avg,0.5935850263957767,0.5722222222222222,0.5463323622794671,180.0
weighted avg,0.5935850263957767,0.5722222222222222,0.5463323622794671,180.0
