,precision,recall,f1-score,support
Without Disease,0.7209302325581395,0.6888888888888889,0.7045454545454546,90.0
With Disease,0.7021276595744681,0.7333333333333333,0.717391304347826,90.0
accuracy,0.7111111111111111,0.7111111111111111,0.7111111111111111,0.7111111111111111
macro avg,0.7115289460663038,0.711111111111111,0.7109683794466404,180.0
weighted avg,0.7115289460663039,0.7111111111111111,0.7109683794466403,180.0
