,precision,recall,f1-score,support
Without Disease,0.6923076923076923,0.1,0.17475728155339806,90.0
With Disease,0.5149700598802395,0.9555555555555556,0.669260700389105,90.0
accuracy,0.5277777777777778,0.5277777777777778,0.5277777777777778,0.5277777777777778
macro avg,0.6036388760939659,0.5277777777777778,0.42200899097125155,180.0
weighted avg,0.6036388760939658,0.5277777777777778,0.42200899097125155,180.0
