,precision,recall,f1-score,support
Without Disease,0.8484848484848485,0.3111111111111111,0.45528455284552843,90.0
With Disease,0.5782312925170068,0.9444444444444444,0.7172995780590717,90.0
accuracy,0.6277777777777778,0.6277777777777778,0.6277777777777778,0.6277777777777778
macro avg,0.7133580705009277,0.6277777777777778,0.5862920654523001,180.0
weighted avg,0.7133580705009277,0.6277777777777778,0.5862920654523001,180.0
