,precision,recall,f1-score,support
Without Disease,0.5172413793103449,0.3333333333333333,0.40540540540540543,90.0
With Disease,0.5081967213114754,0.6888888888888889,0.5849056603773585,90.0
accuracy,0.5111111111111111,0.5111111111111111,0.5111111111111111,0.5111111111111111
macro avg,0.5127190503109101,0.5111111111111111,0.4951555328913819,180.0
weighted avg,0.5127190503109103,0.5111111111111111,0.495155532891382,180.0
