,precision,recall,f1-score,support
Without Disease,0.504424778761062,0.6333333333333333,0.5615763546798029,90.0
With Disease,0.5074626865671642,0.37777777777777777,0.43312101910828027,90.0
accuracy,0.5055555555555555,0.5055555555555555,0.5055555555555555,0.5055555555555555
macro avg,0.5059437326641131,0.5055555555555555,0.4973486868940416,180.0
weighted avg,0.5059437326641131,0.5055555555555555,0.49734868689404155,180.0
