,precision,recall,f1-score,support
Without Disease,0.5166666666666667,0.34444444444444444,0.41333333333333333,90.0
With Disease,0.5083333333333333,0.6777777777777778,0.580952380952381,90.0
accuracy,0.5111111111111111,0.5111111111111111,0.5111111111111111,0.5111111111111111
macro avg,0.5125,0.5111111111111111,0.49714285714285716,180.0
weighted avg,0.5125,0.5111111111111111,0.4971428571428572,180.0
