,precision,recall,f1-score,support
Without Disease,0.3883495145631068,0.4444444444444444,0.41450777202072536,90.0
With Disease,0.35064935064935066,0.3,0.32335329341317365,90.0
accuracy,0.37222222222222223,0.37222222222222223,0.37222222222222223,0.37222222222222223
macro avg,0.36949943260622875,0.37222222222222223,0.36893053271694953,180.0
weighted avg,0.36949943260622875,0.37222222222222223,0.3689305327169495,180.0
