,precision,recall,f1-score,support
Without Disease,0.6428571428571429,0.7,0.6702127659574468,90.0
With Disease,0.6707317073170732,0.6111111111111112,0.6395348837209303,90.0
accuracy,0.6555555555555556,0.6555555555555556,0.6555555555555556,0.6555555555555556
macro avg,0.6567944250871081,0.6555555555555556,0.6548738248391885,180.0
weighted avg,0.6567944250871081,0.6555555555555556,0.6548738248391885,180.0
